id,no,id_infographic,link,created_at,updated_at
190,3,4,https://i.ibb.co/cyxzLNZ/image.png,2020-06-15 05:05:57,2020-06-15 05:05:57
191,3,5,https://i.ibb.co/T2D2QsT/image.png,2020-06-15 05:28:36,2020-06-15 05:28:36
192,3,7,https://i.ibb.co/nQz6LV0/image.png,2020-06-15 05:33:26,2020-06-15 05:33:26
193,3,8,https://i.ibb.co/HKdp1Ng/image.png,2020-06-15 05:37:22,2020-06-15 05:37:22
194,3,9,https://i.ibb.co/3dB46P3/image.png,2020-06-15 05:40:00,2020-06-15 05:40:00
195,3,10,https://i.ibb.co/vJvP45s/image.png,2020-06-15 05:42:57,2020-06-15 05:42:57
196,3,12,https://i.ibb.co/6bXzrz3/image.png,2020-06-15 05:51:03,2020-06-15 05:51:03
197,3,13,https://i.ibb.co/Cw1xpyx/image.png,2020-06-15 05:55:04,2020-06-15 05:55:04
198,3,15,https://i.ibb.co/LdP0KbG/image.png,2020-06-16 21:07:57,2020-06-16 21:07:57
199,3,17,https://i.ibb.co/d6xFHnn/image.png,2020-06-16 21:09:52,2020-06-16 21:09:52
200,3,19,https://i.ibb.co/zFGZ0S7/image.png,2020-06-21 14:53:40,2020-06-21 14:53:40
201,3,20,https://i.ibb.co/mXKZTfV/image.png,2020-06-22 10:30:32,2020-06-22 10:30:32
202,3,21,https://i.ibb.co/D8dKr55/image.png,2020-06-22 15:39:32,2020-06-22 15:39:32
203,3,22,https://i.ibb.co/9wWWKYr/image.png,2020-06-25 14:51:05,2020-06-25 14:51:05
204,3,23,https://i.ibb.co/tPch3wZ/image.png,2020-06-25 14:59:35,2020-06-25 14:59:35
205,3,24,https://i.ibb.co/ncpqpPW/image.png,2020-06-25 15:06:22,2020-06-25 15:06:22
206,3,26,https://i.ibb.co/K0QKygv/image.png,2020-07-01 07:27:17,2020-07-01 07:27:17
207,3,27,https://i.ibb.co/Jd8JQj1/image.png,2020-07-01 07:30:21,2020-07-01 07:30:21
208,3,29,https://i.ibb.co/QDhQKBS/image.png,2020-07-04 00:49:14,2020-07-04 00:49:14
209,3,30,https://i.ibb.co/LtwTyKv/image.png,2020-07-04 15:34:50,2020-07-04 15:34:50
210,3,31,https://i.ibb.co/BrHRZZZ/image.png,2020-07-04 15:30:28,2020-07-04 15:30:28
211,3,32,https://i.ibb.co/KmytzHv/image.png,2020-07-10 16:43:46,2020-07-10 16:43:46
212,3,33,https://i.ibb.co/zSWLgty/image.png,2020-07-10 16:44:36,2020-07-10 16:44:36
213,3,35,https://i.ibb.co/dptd9P8/image.png,2020-07-15 06:15:04,2020-07-15 06:15:04
214,3,38,https://i.ibb.co/q7rBS3t/image.png,2020-07-18 23:02:34,2020-07-18 23:02:34
215,3,44,https://i.ibb.co/vPs35PQ/image.png,2020-07-21 13:25:23,2020-07-21 13:25:23
216,3,49,https://i.ibb.co/qRCwx8M/image.png,2020-07-27 04:09:46,2020-07-27 04:09:46
217,3,50,https://i.ibb.co/f4jHWWC/image.png,2020-07-27 04:29:10,2020-07-27 04:29:10
218,3,51,https://i.ibb.co/5Bt5vbQ/image.png,2020-07-30 03:58:10,2020-07-30 03:58:10
219,3,52,https://i.ibb.co/PgJhwh3/image.png,2020-07-30 22:16:14,2020-07-30 22:16:14
220,3,55,https://i.ibb.co/BfP7Rrq/image.png,2020-08-08 04:32:26,2020-08-08 04:32:26
221,3,58,https://i.ibb.co/g7d2fqJ/image.png,2020-08-09 11:46:02,2020-08-09 11:46:02
222,3,60,https://i.ibb.co/0ymMRZm/image.png,2020-08-11 08:59:12,2020-08-11 08:59:12
223,3,61,https://i.ibb.co/VvnMJdG/image.png,2020-08-12 10:31:11,2020-08-12 10:31:11
224,3,65,https://i.ibb.co/VjRDT1c/image.png,2020-08-16 17:52:00,2020-08-16 17:52:00
225,3,66,https://i.ibb.co/syP5NXs/image.png,2020-08-16 17:58:45,2020-08-16 17:58:45
226,3,72,https://i.ibb.co/Ht0yG84/image.png,2020-08-24 06:34:16,2020-08-24 06:34:16
227,3,76,https://i.ibb.co/r4V7DM7/image.png,2020-08-24 06:46:07,2020-08-24 06:46:07
228,3,78,https://i.ibb.co/Pw3SwRF/image.png,2020-08-24 07:03:05,2020-08-24 07:03:05
229,3,79,https://i.ibb.co/5MqMmBz/image.png,2020-08-28 10:25:53,2020-08-28 10:25:53
230,3,84,https://i.ibb.co/hCHfPkd/image.png,2020-09-17 19:32:26,2020-09-17 19:32:26
231,3,86,https://i.ibb.co/gwW4mjT/image.png,2020-09-17 19:36:52,2020-09-17 19:36:52
232,3,88,https://i.ibb.co/7zLrB61/image.png,2020-09-17 19:42:44,2020-09-17 19:42:44
233,3,92,https://i.ibb.co/Jn8G0Gg/image.png,2020-09-17 19:49:48,2020-09-17 19:49:48
234,3,94,https://i.ibb.co/mGkHjnH/image.png,2020-09-17 19:56:01,2020-09-17 19:56:01
235,4,4,https://i.ibb.co/rkpmvdS/image.png,2020-06-15 05:05:57,2020-06-15 05:05:57
236,4,5,https://i.ibb.co/Pt8cTDX/image.png,2020-06-15 05:28:36,2020-06-15 05:28:36
237,4,8,https://i.ibb.co/sVpyr1M/image.png,2020-06-15 05:37:22,2020-06-15 05:37:22
238,4,10,https://i.ibb.co/mR2F2d6/image.png,2020-06-15 05:42:57,2020-06-15 05:42:57
239,4,12,https://i.ibb.co/ySJ3Jrx/image.png,2020-06-15 05:51:03,2020-06-15 05:51:03
240,4,13,https://i.ibb.co/5T1hq1v/image.png,2020-06-15 05:55:04,2020-06-15 05:55:04
241,4,15,https://i.ibb.co/GpZq0Ng/image.png,2020-06-16 21:07:57,2020-06-16 21:07:57
242,4,19,https://i.ibb.co/fDy6g0j/image.png,2020-06-21 14:53:40,2020-06-21 14:53:40
243,4,20,https://i.ibb.co/nmGnBVZ/image.png,2020-06-22 10:30:32,2020-06-22 10:30:32
244,4,22,https://i.ibb.co/6X0230s/image.png,2020-06-25 14:51:05,2020-06-25 14:51:05
245,4,23,https://i.ibb.co/XZCpzfH/image.png,2020-06-25 14:59:35,2020-06-25 14:59:35
246,4,24,https://i.ibb.co/8MhqvVm/image.png,2020-06-25 15:06:22,2020-06-25 15:06:22
247,4,26,https://i.ibb.co/jzbJWRp/image.png,2020-07-01 07:27:17,2020-07-01 07:27:17
248,4,27,https://i.ibb.co/VQdv83f/image.png,2020-07-01 07:30:21,2020-07-01 07:30:21
249,4,30,https://i.ibb.co/prp9XLr/image.png,2020-07-04 15:34:50,2020-07-04 15:34:50
250,4,32,https://i.ibb.co/52Lfngy/image.png,2020-07-10 16:43:46,2020-07-10 16:43:46
251,4,49,https://instagram.fupg2-1.fna.fbcdn.net/v/t50.2886-16/116058055_4113600398681517_7746947047234114260_n.mp4?_nc_ht=instagram.fupg2-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=ZcHQ5-MikkkAX8Y7GQ2&oe=5F20D4E2&oh=b8213743eb05b69afc5d2fdae7fe663b,2020-07-27 04:09:46,2020-07-27 04:09:46
252,4,50,https://i.ibb.co/xDxXD36/image.png,2020-07-27 04:29:10,2020-07-27 04:29:10
253,4,58,https://i.ibb.co/hKbFJ5V/image.png,2020-08-09 11:46:02,2020-08-09 11:46:02
254,4,60,https://i.ibb.co/qWkh9mp/image.png,2020-08-11 08:59:12,2020-08-11 08:59:12
255,4,61,https://i.ibb.co/YTzFT0t/image.png,2020-08-12 10:31:11,2020-08-12 10:31:11
256,4,66,https://i.ibb.co/sgCKTCB/image.png,2020-08-16 17:58:45,2020-08-16 17:58:45
257,4,76,https://i.ibb.co/b5ZW46v/image.png,2020-08-24 06:46:07,2020-08-24 06:46:07
258,4,79,https://i.ibb.co/G96xvv9/image.png,2020-08-28 10:25:53,2020-08-28 10:25:53
259,4,84,https://i.ibb.co/JQ27RXV/image.png,2020-09-17 19:32:26,2020-09-17 19:32:26
260,4,88,https://i.ibb.co/3smF1YX/image.png,2020-09-17 19:42:44,2020-09-17 19:42:44
261,4,92,https://i.ibb.co/h9wyrq6/image.png,2020-09-17 19:49:48,2020-09-17 19:49:48
262,4,94,https://i.ibb.co/rZkh1SG/image.png,2020-09-17 19:56:01,2020-09-17 19:56:01
263,5,4,https://i.ibb.co/SBCksxn/image.png,2020-06-15 05:05:57,2020-06-15 05:05:57
264,5,5,https://i.ibb.co/gwnFzT4/image.png,2020-06-15 05:28:36,2020-06-15 05:28:36
265,5,8,https://i.ibb.co/sWCSSNr/image.png,2020-06-15 05:37:22,2020-06-15 05:37:22
266,5,12,https://i.ibb.co/d6fGgyw/image.png,2020-06-15 05:51:03,2020-06-15 05:51:03
267,5,13,https://i.ibb.co/vvtv0cx/image.png,2020-06-15 05:55:04,2020-06-15 05:55:04
268,5,15,https://i.ibb.co/5hBsHkj/image.png,2020-06-16 21:07:57,2020-06-16 21:07:57
269,5,20,https://i.ibb.co/Mc96vXF/image.png,2020-06-22 10:30:32,2020-06-22 10:30:32
270,5,22,https://i.ibb.co/Y8W3bBz/image.png,2020-06-25 14:51:05,2020-06-25 14:51:05
271,5,23,https://i.ibb.co/kSNBpKN/image.png,2020-06-25 14:59:35,2020-06-25 14:59:35
272,5,24,https://i.ibb.co/7zDcTzv/image.png,2020-06-25 15:06:22,2020-06-25 15:06:22
273,5,26,https://i.ibb.co/H4n1FRN/image.png,2020-07-01 07:27:17,2020-07-01 07:27:17
274,5,27,https://i.ibb.co/mGQW6y1/image.png,2020-07-01 07:30:21,2020-07-01 07:30:21
275,5,49,https://i.ibb.co/VLRpc3q/image.png,2020-07-27 04:09:46,2020-07-27 04:09:46
276,5,50,https://i.ibb.co/N6VMRVF/image.png,2020-07-27 04:29:10,2020-07-27 04:29:10
277,5,58,https://i.ibb.co/Rj3wF8S/image.png,2020-08-09 11:46:02,2020-08-09 11:46:02
278,5,60,https://i.ibb.co/Y73Vpxf/image.png,2020-08-11 08:59:12,2020-08-11 08:59:12
279,5,66,https://i.ibb.co/5FkQ1tK/image.png,2020-08-16 17:58:45,2020-08-16 17:58:45
280,5,79,https://i.ibb.co/P92q5Cf/image.png,2020-08-28 10:25:53,2020-08-28 10:25:53
281,5,84,https://i.ibb.co/g6yP3F5/image.png,2020-09-17 19:32:26,2020-09-17 19:32:26
282,5,88,https://i.ibb.co/Zmcm07f/image.png,2020-09-17 19:42:44,2020-09-17 19:42:44
283,5,94,https://i.ibb.co/tDMRR56/image.png,2020-09-17 19:56:01,2020-09-17 19:56:01
284,6,4,https://i.ibb.co/6W7T9QX/image.png,2020-06-15 05:05:57,2020-06-15 05:05:57
285,6,5,https://i.ibb.co/s3yLy4D/image.png,2020-06-15 05:28:36,2020-06-15 05:28:36
286,6,8,https://i.ibb.co/42cB9vb/image.png,2020-06-15 05:37:22,2020-06-15 05:37:22
287,6,12,https://i.ibb.co/XttsdJH/image.png,2020-06-15 05:51:03,2020-06-15 05:51:03
288,6,13,https://i.ibb.co/RQTRNgN/image.png,2020-06-15 05:55:04,2020-06-15 05:55:04
289,6,22,https://i.ibb.co/LnTpm2C/image.png,2020-06-25 14:51:05,2020-06-25 14:51:05
290,6,23,https://i.ibb.co/R99XQL2/image.png,2020-06-25 14:59:35,2020-06-25 14:59:35
291,6,24,https://i.ibb.co/sqxVHLr/image.png,2020-06-25 15:06:22,2020-06-25 15:06:22
292,6,26,https://i.ibb.co/sVvmS0v/image.png,2020-07-01 07:27:17,2020-07-01 07:27:17
293,6,27,https://i.ibb.co/FVVBfZt/image.png,2020-07-01 07:30:21,2020-07-01 07:30:21
294,6,50,https://i.ibb.co/jGytfJg/image.png,2020-07-27 04:29:10,2020-07-27 04:29:10
295,6,60,https://i.ibb.co/bv6tQxV/image.png,2020-08-11 08:59:12,2020-08-11 08:59:12
296,6,66,https://i.ibb.co/7NCP7mP/image.png,2020-08-16 17:58:45,2020-08-16 17:58:45
297,6,84,https://i.ibb.co/MPMFFRZ/image.png,2020-09-17 19:32:26,2020-09-17 19:32:26
298,6,88,https://i.ibb.co/CbvJ9p4/image.png,2020-09-17 19:42:44,2020-09-17 19:42:44
299,6,94,https://i.ibb.co/tMqFPKc/image.png,2020-09-17 19:56:01,2020-09-17 19:56:01
300,7,4,https://i.ibb.co/QP6W90Y/image.png,2020-06-15 05:05:57,2020-06-15 05:05:57
301,7,5,https://i.ibb.co/FqSKkvR/image.png,2020-06-15 05:28:36,2020-06-15 05:28:36
302,7,8,https://i.ibb.co/5B5zv43/image.png,2020-06-15 05:37:22,2020-06-15 05:37:22
303,7,12,https://i.ibb.co/RSWvhGM/image.png,2020-06-15 05:51:03,2020-06-15 05:51:03
304,7,22,https://i.ibb.co/hZVfGyv/image.png,2020-06-25 14:51:05,2020-06-25 14:51:05
305,7,26,https://i.ibb.co/LJK3jCz/image.png,2020-07-01 07:27:17,2020-07-01 07:27:17
306,7,27,https://i.ibb.co/LkKhCFj/image.png,2020-07-01 07:30:21,2020-07-01 07:30:21
307,7,50,https://i.ibb.co/3h5F6d0/image.png,2020-07-27 04:29:10,2020-07-27 04:29:10
308,7,88,https://i.ibb.co/ZzctC0S/image.png,2020-09-17 19:42:44,2020-09-17 19:42:44
309,7,94,https://i.ibb.co/h9fwsgF/image.png,2020-09-17 19:56:01,2020-09-17 19:56:01
310,8,4,https://i.ibb.co/CQhrmFZ/image.png,2020-06-15 05:05:57,2020-06-15 05:05:57
311,8,5,https://i.ibb.co/hKyvFm1/image.png,2020-06-15 05:28:36,2020-06-15 05:28:36
312,8,8,https://i.ibb.co/DrbFWhw/image.png,2020-06-15 05:37:22,2020-06-15 05:37:22
313,8,12,https://i.ibb.co/kGmMrVC/image.png,2020-06-15 05:51:03,2020-06-15 05:51:03
314,8,22,https://i.ibb.co/dL1FbTr/image.png,2020-06-25 14:51:05,2020-06-25 14:51:05
315,8,26,https://i.ibb.co/7yyFSyw/image.png,2020-07-01 07:27:17,2020-07-01 07:27:17
316,8,50,https://i.ibb.co/jvYSndy/image.png,2020-07-27 04:29:10,2020-07-27 04:29:10
317,8,88,https://i.ibb.co/3rMV0w0/image.png,2020-09-17 19:42:44,2020-09-17 19:42:44
318,8,94,https://i.ibb.co/Fmh580z/image.png,2020-09-17 19:56:01,2020-09-17 19:56:01
319,9,5,https://i.ibb.co/r3jBg0J/image.png,2020-06-15 05:28:36,2020-06-15 05:28:36
320,9,26,https://i.ibb.co/Xs4NKqy/image.png,2020-07-01 07:27:17,2020-07-01 07:27:17
321,9,50,https://i.ibb.co/hsJb4xb/image.png,2020-07-27 04:29:10,2020-07-27 04:29:10
322,9,88,https://i.ibb.co/w7zRwG5/image.png,2020-09-17 19:42:44,2020-09-17 19:42:44
323,9,94,https://i.ibb.co/F3FhtwX/image.png,2020-09-17 19:56:01,2020-09-17 19:56:01
324,10,5,https://i.ibb.co/NyPV85y/image.png,2020-06-15 05:28:36,2020-06-15 05:28:36
325,10,50,https://i.ibb.co/QjMG0Xp/image.png,2020-07-27 04:29:10,2020-07-27 04:29:10
326,1,106,https://i.ibb.co/VxytDBd/120798515-115733790149818-3363777604017758463-n.jpg,2020-12-02 01:43:51,2020-12-02 01:43:51
327,1,107,https://i.ibb.co/Fw3qsSZ/image.png,2020-12-02 01:52:59,2020-12-02 01:52:59
328,2,107,https://i.ibb.co/2qhgXmd/image.png,2020-12-02 01:53:56,2020-12-02 01:53:56
329,1,108,https://i.ibb.co/0Gh8XvZ/image.png,2020-12-02 01:55:54,2020-12-02 01:55:54
330,1,109,https://i.ibb.co/6mcGYs5/image.png,2020-12-02 02:01:38,2020-12-02 02:01:38
331,2,109,https://i.ibb.co/vjhS35C/image.png,2020-12-02 02:01:57,2020-12-02 02:01:57
332,1,111,https://i.ibb.co/5YYqcKC/image.png,2020-12-02 02:09:51,2020-12-02 02:09:51
333,2,111,https://i.ibb.co/QCqB3y2/image.png,2020-12-02 02:10:09,2020-12-02 02:10:09
334,3,111,https://i.ibb.co/BNpYpvD/image.png,2020-12-02 02:10:27,2020-12-02 02:10:27
335,1,110,https://i.ibb.co/5nLRZxs/image.png,2020-12-02 02:14:00,2020-12-03 01:41:54
336,2,110,https://i.ibb.co/kShYr4M/image.png,2020-12-02 02:14:00,2020-12-03 01:42:22
337,1,112,https://i.ibb.co/TbCFsJg/image.png,2020-12-02 02:15:19,2020-12-02 02:15:19
338,2,112,https://i.ibb.co/j9CrBHT/image.png,2020-12-02 02:15:50,2020-12-02 02:15:50
339,1,113,https://i.ibb.co/KWv1M2Q/image.png,2020-12-02 02:18:16,2020-12-02 02:18:16
340,1,114,https://i.ibb.co/XsFkbDR/image.png,2020-12-02 02:20:48,2020-12-02 02:20:48
341,2,114,https://i.ibb.co/SVPGN7q/image.png,2020-12-02 02:21:20,2020-12-02 02:21:20
342,1,115,https://i.ibb.co/Wf2w7Bh/image.png,2020-12-02 02:22:13,2020-12-02 02:22:13
343,2,115,https://i.ibb.co/j8nQx5T/image.png,2020-12-02 02:22:29,2020-12-02 02:22:29
344,1,116,https://i.ibb.co/zx00kWh/image.png,2020-12-02 02:24:45,2020-12-02 02:24:45
345,2,116,https://i.ibb.co/fxVtSXV/image.png,2020-12-02 02:25:01,2020-12-02 02:25:01
346,3,116,https://i.ibb.co/jbb45ss/image.png,2020-12-02 02:26:05,2020-12-02 02:26:05
347,1,117,https://i.ibb.co/c27QpCb/image.png,2020-12-02 02:29:41,2020-12-02 02:29:41
348,2,117,https://i.ibb.co/PxFwd74/image.png,2020-12-02 02:31:04,2020-12-02 02:31:04
349,1,118,https://i.ibb.co/Z6mCmtG/image.png,2020-12-02 02:33:08,2020-12-02 02:33:08
350,2,118,https://i.ibb.co/YhKwBxc/image.png,2020-12-02 02:34:15,2020-12-02 02:34:15
351,1,119,https://i.ibb.co/PGZxx3f/image.png,2020-12-02 02:35:42,2020-12-02 02:35:42
352,2,119,https://i.ibb.co/z8p6kqY/image.png,2020-12-02 02:36:11,2020-12-02 02:36:11
353,1,120,https://i.ibb.co/gWLSJR7/image.png,2020-12-03 01:51:10,2020-12-03 01:51:10
354,2,120,https://i.ibb.co/1XvWWvV/image.png,2020-12-03 01:52:01,2020-12-03 01:52:01
355,1,121,https://i.ibb.co/g6fj1LS/122282422-389530885557205-6532546496924241622-n-jpg-nc-ht-scontent-iad3-1-cdninstagram.jpg,2020-12-03 01:52:54,2020-12-03 01:52:54
356,1,122,https://i.ibb.co/jJJcsc5/image.png,2020-12-31 18:43:17,2020-12-31 18:43:17
357,2,122,https://i.ibb.co/9bzdLyx/image.png,2020-12-31 18:45:36,2020-12-31 18:45:36
358,3,122,https://i.ibb.co/xYf4jwY/image.png,2020-12-31 18:46:08,2020-12-31 18:46:08
359,1,123,https://i.ibb.co/0Xzgq60/image.png,2020-12-31 18:48:14,2020-12-31 18:48:14
360,2,123,https://i.ibb.co/yFjqJRR/image.png,2020-12-31 18:48:38,2020-12-31 18:48:38
361,1,124,https://i.ibb.co/7tTmccs/image.png,2021-02-26 03:37:48,2021-02-26 03:37:48
362,1,125,https://i.ibb.co/L9jmpvV/image.png,2021-02-26 03:39:00,2021-02-26 03:43:37
363,1,126,https://i.ibb.co/5Bq1szX/image.png,2021-02-26 03:42:34,2021-02-26 03:42:34
364,1,127,https://i.ibb.co/JdBjcTt/image.png,2021-02-26 03:46:23,2021-02-26 03:46:23
365,2,127,https://i.ibb.co/bJvTtcR/image.png,2021-02-26 03:46:41,2021-02-26 03:46:41
366,3,127,https://i.ibb.co/PGmnBnN/image.png,2021-02-26 03:47:05,2021-02-26 03:47:05
367,1,128,https://i.ibb.co/G7vtjwQ/image.png,2021-02-26 03:48:46,2021-02-26 03:48:46
368,1,129,https://i.ibb.co/HrbYKDD/image.png,2021-02-26 03:50:55,2021-02-26 03:50:55
369,1,130,https://i.ibb.co/kSWw0xh/image.png,2021-02-26 03:52:00,2021-02-26 03:53:00
370,1,131,https://i.ibb.co/C5k6GZd/image.png,2021-05-08 04:14:15,2021-05-08 04:14:15
371,2,131,https://i.ibb.co/rtw0ZfG/image.png,2021-05-08 04:14:34,2021-05-08 04:14:34
372,3,131,https://i.ibb.co/t3Rd7pM/image.png,2021-05-08 04:14:49,2021-05-08 04:14:49
373,1,132,https://i.ibb.co/Rjkcj1f/image.png,2021-06-26 18:55:19,2021-06-26 18:55:19