id,day,date,positive,recovered,death,negative,new_ODP,new_PDP,finished_ODP,finished_PDP,cumulative_ODP,cumulative_PDP,cumulative_finished_ODP,cumulative_finished_PDP,Rt,Rt_upper,Rt_lower
330,330,2021-02-14 16:53:00,57,107,3,0,0,0,0,0,1377,296,1253,281,0.67,0.73,0.61
331,331,2021-02-15 18:06:00,49,47,2,0,0,0,0,0,1377,296,1253,281,0.75,0.82,0.69
332,332,2021-02-16 17:32:00,31,37,0,0,0,0,0,0,1377,296,1253,281,0.93,1.01,0.86
333,333,2021-02-17 17:10:00,44,34,3,0,0,0,0,0,1377,296,1253,281,1.03,1.12,0.95
334,334,2021-02-18 17:47:00,93,115,2,0,0,0,0,0,1377,296,1253,281,1.01,1.09,0.93
335,335,2021-02-19 17:20:00,46,159,5,0,0,0,0,0,1377,296,1253,281,1.13,1.22,1.04
336,336,2021-02-20 00:00:00,49,432,0,0,0,0,0,0,1377,296,1253,281,1.15,1.24,1.06
337,337,2021-02-21 17:11:00,19,71,3,0,0,0,0,0,1377,296,1253,281,1.11,1.2,1.03
338,338,2021-02-22 16:58:00,63,146,1,0,0,0,0,0,1377,296,1253,281,1.13,1.22,1.04
339,339,2021-02-23 00:00:00,89,171,2,0,0,0,0,0,1377,296,1253,281,0.97,1.06,0.89
340,340,2021-02-24 18:25:00,65,42,1,0,0,0,0,0,1377,296,1253,281,0.96,1.04,0.88
341,341,2021-02-25 17:30:00,67,181,1,0,0,0,0,0,1377,296,1253,281,0.97,1.05,0.89
342,342,2021-02-26 17:00:00,85,31,4,0,0,0,0,0,1377,296,1253,281,0.79,0.86,0.72
343,343,2021-02-27 18:00:00,47,63,3,0,0,0,0,0,1377,296,1253,281,0.76,0.83,0.69
344,344,2021-02-28 18:35:00,12,5,2,0,0,0,0,0,1377,296,1253,281,0.83,0.9,0.75
345,345,2021-03-01 16:33:00,74,34,0,0,0,0,0,0,1377,296,1253,281,0.72,0.79,0.65
346,346,2021-03-02 23:55:00,34,75,1,0,0,0,0,0,1377,296,1253,281,0.79,0.87,0.72
347,347,2021-03-03 17:52:00,66,88,1,0,0,0,0,0,1377,296,1253,281,0.75,0.82,0.68
348,348,2021-03-04 18:06:00,77,53,1,0,0,0,0,0,1377,296,1253,281,0.65,0.73,0.59
349,349,2021-03-05 18:00:00,13,10,1,0,0,0,0,0,1377,296,1253,281,0.77,0.85,0.7
350,350,2021-03-06 17:21:00,34,4,0,0,0,0,0,0,1377,296,1253,281,0.74,0.82,0.66
351,351,2021-03-07 18:36:00,38,16,1,0,0,0,0,0,1377,296,1253,281,0.78,0.86,0.7
352,352,2021-03-08 17:51:00,26,136,0,0,0,0,0,0,1377,296,1253,281,0.82,0.91,0.74
353,353,2021-03-09 18:05:00,55,122,0,0,0,0,0,0,1377,296,1253,281,0.75,0.84,0.67
354,354,2021-03-10 17:37:00,39,65,2,0,0,0,0,0,1377,296,1253,281,0.73,0.82,0.65
355,355,2021-03-11 18:55:00,33,62,0,0,0,0,0,0,1377,296,1253,281,0.72,0.81,0.64
356,356,2021-03-12 19:50:00,47,31,1,0,0,0,0,0,1377,296,1253,281,0.78,0.87,0.69
357,357,2021-03-13 19:00:00,12,26,0,0,0,0,0,0,1377,296,1253,281,0.92,1.02,0.83
358,358,2021-03-14 20:42:00,40,30,0,0,0,0,0,0,1377,296,1253,281,0.88,0.98,0.79
359,359,2021-03-15 00:00:00,30,55,2,0,0,0,0,0,1377,296,1253,281,1.13,1.25,1.02
360,360,2021-03-16 16:10:00,24,43,2,0,0,0,0,0,1377,296,1253,281,1.36,1.48,1.24
361,361,2021-03-17 23:35:00,25,25,1,0,0,0,0,0,1377,296,1253,281,1.41,1.54,1.29
362,362,2021-03-18 19:30:00,24,52,1,0,0,0,0,0,1377,296,1253,281,1.41,1.54,1.28
363,363,2021-03-19 16:43:00,55,59,1,0,0,0,0,0,1377,296,1253,281,1.28,1.4,1.16
364,364,2021-03-20 17:33:00,42,88,2,0,0,0,0,0,1377,296,1253,281,1.11,1.22,1.01
365,365,2021-03-21 17:49:00,21,88,3,0,0,0,0,0,1377,296,1253,281,1.05,1.16,0.95
366,366,2021-03-22 18:15:00,84,140,2,0,0,0,0,0,1377,296,1253,281,0.8,0.89,0.71
367,367,2021-03-23 17:41:00,70,91,4,0,0,0,0,0,1377,296,1253,281,0.69,0.77,0.61
368,368,2021-03-24 18:32:00,33,192,6,0,0,0,0,0,1377,296,1253,281,0.7,0.79,0.63
369,369,2021-03-25 22:12:00,24,38,1,0,0,0,0,0,1377,296,1253,281,0.74,0.83,0.66
370,370,2021-03-26 17:28:00,34,35,2,0,0,0,0,0,1377,296,1253,281,0.7,0.79,0.62
371,371,2021-03-27 17:00:00,13,18,0,0,0,0,0,0,1377,296,1253,281,0.74,0.82,0.65
372,372,2021-03-28 18:31:00,18,57,0,0,0,0,0,0,1377,296,1253,281,0.77,0.86,0.68
373,373,2021-03-29 17:31:00,26,64,0,0,0,0,0,0,1377,296,1253,281,0.9,1,0.8
374,374,2021-03-30 16:46:00,45,10,0,0,0,0,0,0,1377,296,1253,281,0.81,0.91,0.72
375,375,2021-03-31 19:04:00,40,78,0,0,0,0,0,0,1377,296,1253,281,0.92,1.03,0.82
376,376,2021-04-01 16:57:00,32,63,3,0,0,0,0,0,1377,296,1253,281,0.91,1.01,0.8
377,377,2021-04-02 19:05:00,18,32,0,0,0,0,0,0,1377,296,1253,281,1.1,1.22,0.99
378,378,2021-04-03 16:15:00,14,21,2,0,0,0,0,0,1377,296,1253,281,1.15,1.28,1.03
379,379,2021-04-04 19:15:00,18,13,0,0,0,0,0,0,1377,296,1253,281,1.11,1.24,1
380,380,2021-04-05 17:50:00,48,29,1,0,0,0,0,0,1377,296,1253,281,1.12,1.24,1
381,381,2021-04-06 00:00:00,16,47,1,0,0,0,0,0,1377,296,1253,281,1.29,1.43,1.17
382,382,2021-04-07 18:25:00,57,27,2,0,0,0,0,0,1377,296,1253,281,1.29,1.42,1.17
383,383,2021-04-08 17:37:00,23,59,2,0,0,0,0,0,1377,296,1253,281,1.28,1.41,1.16
384,384,2021-04-09 17:25:00,55,32,1,0,0,0,0,0,1377,296,1253,281,1.12,1.24,1.01
385,385,2021-04-10 22:47:00,20,23,1,0,0,0,0,0,1377,296,1253,281,1.3,1.43,1.18
386,386,2021-04-11 17:52:00,8,39,1,0,0,0,0,0,1377,296,1253,281,1.26,1.38,1.14
387,387,2021-04-12 17:48:00,49,93,0,0,0,0,0,0,1377,296,1253,281,1.36,1.48,1.23
388,388,2021-04-13 16:40:00,55,63,1,0,0,0,0,0,1377,296,1253,281,1.16,1.27,1.05
389,389,2021-04-14 18:17:00,61,76,0,0,0,0,0,0,1377,296,1253,281,0.98,1.09,0.88
390,390,2021-04-15 22:31:00,27,75,1,0,0,0,0,0,1377,296,1253,281,0.88,0.97,0.78
391,391,2021-04-16 18:38:00,26,27,4,0,0,0,0,0,1377,296,1253,281,0.9,1,0.81
392,392,2021-04-17 17:25:00,70,0,1,0,0,0,0,0,1377,296,1253,281,0.8,0.89,0.71
393,393,2021-04-18 20:01:00,7,8,2,0,0,0,0,0,1377,296,1253,281,0.81,0.9,0.72
394,394,2021-04-19 18:10:00,81,56,0,0,0,0,0,0,1377,296,1253,281,0.67,0.75,0.59
395,395,2021-04-20 17:44:00,15,69,1,0,0,0,0,0,1377,296,1253,281,0.77,0.86,0.69
396,396,2021-04-21 17:30:00,26,63,3,0,0,0,0,0,1377,296,1253,281,0.88,0.98,0.79
397,397,2021-04-22 17:54:00,7,28,2,0,0,0,0,0,1377,296,1253,281,1.09,1.2,0.99
398,398,2021-04-23 20:42:00,38,8,0,0,0,0,0,0,1377,296,1253,281,1.22,1.34,1.1
399,399,2021-04-24 19:12:00,46,5,0,0,0,0,0,0,1377,296,1253,281,1.14,1.25,1.02
400,400,2021-04-25 18:02:00,9,7,1,0,0,0,0,0,1377,296,1253,281,1.19,1.31,1.08
401,401,2021-04-26 21:42:00,39,11,1,0,0,0,0,0,1377,296,1253,281,1.25,1.37,1.13
402,402,2021-04-27 17:51:00,39,23,0,0,0,0,0,0,1377,296,1253,281,1.15,1.27,1.04
403,403,2021-04-28 00:00:00,48,29,2,0,0,0,0,0,1377,296,1253,281,1.05,1.16,0.94
404,404,2021-04-29 18:00:00,51,18,1,0,0,0,0,0,1377,296,1253,281,1,1.11,0.9
405,405,2021-04-30 17:54:00,58,33,4,0,0,0,0,0,1377,296,1253,281,0.89,0.99,0.8
406,406,2021-05-01 18:01:00,20,25,2,0,0,0,0,0,1377,296,1253,281,0.85,0.94,0.76
407,407,2021-05-02 00:00:00,14,11,1,0,0,0,0,0,1377,296,1253,281,0.79,0.88,0.7
408,408,2021-05-03 22:25:00,56,94,2,0,0,0,0,0,1377,296,1253,281,0.65,0.73,0.57
409,409,2021-05-04 17:02:00,22,97,1,0,0,0,0,0,1377,296,1253,281,0.79,0.89,0.7
410,410,2021-05-05 18:15:00,29,129,3,0,0,0,0,0,1377,296,1253,281,0.96,1.07,0.86
411,411,2021-05-06 17:52:00,47,50,0,0,0,0,0,0,1377,296,1253,281,0.81,0.91,0.72
412,412,2021-05-07 17:05:00,36,33,0,0,0,0,0,0,1377,296,1253,281,0.76,0.85,0.67
413,413,2021-05-08 17:00:00,11,16,1,0,0,0,0,0,1377,296,1253,281,0.75,0.84,0.66
414,414,2021-05-09 18:10:00,5,10,0,0,0,0,0,0,1377,296,1253,281,0.74,0.84,0.65
415,415,2021-05-10 17:41:00,18,65,3,0,0,0,0,0,1377,296,1253,281,0.75,0.85,0.65
416,416,2021-05-11 22:53:00,57,22,1,0,0,0,0,0,1377,296,1253,281,0.58,0.67,0.49
417,417,2021-05-12 18:42:00,66,11,1,0,0,0,0,0,1377,296,1253,281,0.31,0.38,0.25
418,418,2021-05-13 19:00:00,2,6,0,0,0,0,0,0,1377,296,1253,281,0.35,0.43,0.29
419,419,2021-05-14 20:30:00,16,20,0,0,0,0,0,0,1377,296,1253,281,0.33,0.4,0.26
420,420,2021-05-15 18:22:00,4,20,1,0,0,0,0,0,1377,296,1253,281,0.42,0.5,0.34
421,421,2021-05-16 18:35:00,0,9,1,0,0,0,0,0,1377,296,1253,281,0.54,0.64,0.45
422,422,2021-05-17 17:46:00,14,79,2,0,0,0,0,0,1377,296,1253,281,0.68,0.8,0.57
423,423,2021-05-18 18:08:00,17,48,2,0,0,0,0,0,1377,296,1253,281,0.75,0.88,0.62
424,424,2021-05-19 17:12:00,8,16,0,0,0,0,0,0,1377,296,1253,281,0.92,1.07,0.77
425,425,2021-05-20 17:21:00,8,71,3,0,0,0,0,0,1377,296,1253,281,0.98,1.15,0.83
426,426,2021-05-21 17:25:00,7,23,0,0,0,0,0,0,1377,296,1253,281,1.16,1.34,0.98
427,427,2021-05-22 00:00:00,15,0,1,0,0,0,0,0,1377,296,1253,281,1.41,1.62,1.21
428,428,2021-05-23 00:00:00,12,14,0,0,0,0,0,0,1377,296,1253,281,1.44,1.65,1.24
429,429,2021-05-24 17:36:00,21,15,1,0,0,0,0,0,1377,296,1253,281,1.19,1.38,1.01
430,430,2021-05-25 23:47:00,15,126,0,0,0,0,0,0,1377,296,1253,281,1.06,1.23,0.89
431,431,2021-05-26 17:50:00,17,10,2,0,0,0,0,0,1377,296,1253,281,1.14,1.32,0.97
432,432,2021-05-27 21:00:00,7,33,0,0,0,0,0,0,1377,296,1253,281,1.09,1.27,0.93
433,433,2021-05-28 17:37:00,18,9,1,0,0,0,0,0,1377,296,1253,281,1.09,1.27,0.93
434,434,2021-05-29 16:30:00,35,4,4,0,0,0,0,0,1377,296,1253,281,0.81,0.95,0.67
435,435,2021-05-30 22:00:00,14,2,0,0,0,0,0,0,1377,296,1253,281,0.72,0.86,0.6
436,436,2021-05-31 18:25:00,3,12,0,0,0,0,0,0,1377,296,1253,281,0.77,0.91,0.63
437,437,2021-06-01 19:52:00,6,10,0,0,0,0,0,0,1377,296,1253,281,1.21,1.39,1.04
438,438,2021-06-02 19:55:00,30,46,4,0,0,0,0,0,1377,296,1253,281,1.02,1.19,0.86
439,439,2021-06-03 17:30:00,6,15,2,0,0,0,0,0,1377,296,1253,281,1.12,1.3,0.96
440,440,2021-06-04 17:00:00,21,2,0,0,0,0,0,0,1377,296,1253,281,1.03,1.2,0.87
441,441,2021-06-05 21:30:00,6,8,0,0,0,0,0,0,1377,296,1253,281,1.05,1.22,0.89
442,442,2021-06-06 18:45:00,6,15,2,0,0,0,0,0,1377,296,1253,281,1.07,1.24,0.9
443,443,2021-06-07 20:45:00,8,4,1,0,0,0,0,0,1377,296,1253,281,1.05,1.22,0.89
444,444,2021-06-08 17:50:00,53,63,2,0,0,0,0,0,1377,296,1253,281,0.64,0.77,0.51
445,445,2021-06-09 17:20:00,7,13,2,0,0,0,0,0,1377,296,1253,281,0.72,0.86,0.59
446,446,2021-06-10 18:45:00,14,8,0,0,0,0,0,0,1377,296,1253,281,0.8,0.95,0.67
447,447,2021-06-11 17:50:00,10,21,0,0,0,0,0,0,1377,296,1253,281,0.94,1.1,0.79
448,448,2021-06-12 19:00:00,8,4,2,0,0,0,0,0,1377,296,1253,281,1.27,1.47,1.1
449,449,2021-06-13 18:05:00,9,3,1,0,0,0,0,0,1377,296,1253,281,1.43,1.64,1.24
450,450,2021-06-14 19:55:00,7,17,0,0,0,0,0,0,1377,296,1253,281,1.59,1.8,1.38
451,451,2021-06-15 20:00:00,11,2,1,0,0,0,0,0,1377,296,1253,281,1.7,1.92,1.49
452,452,2021-06-16 17:23:00,16,9,0,0,0,0,0,0,1377,296,1253,281,1.82,2.04,1.6
453,453,2021-06-17 17:30:00,23,1,0,0,0,0,0,0,1377,296,1253,281,1.85,2.08,1.64
454,454,2021-06-18 17:30:00,22,7,1,0,0,0,0,0,1377,296,1253,281,2.02,2.24,1.8
455,455,2021-06-19 17:51:00,39,43,1,0,0,0,0,0,1377,296,1253,281,1.77,1.97,1.58
456,456,2021-06-20 17:30:00,20,0,2,0,0,0,0,0,1377,296,1253,281,1.73,1.92,1.55
457,457,2021-06-21 17:07:00,19,43,1,0,0,0,0,0,1377,296,1253,281,1.79,1.97,1.61
458,458,2021-06-22 18:45:00,23,16,0,0,0,0,0,0,1377,296,1253,281,1.96,2.14,1.78
459,459,2021-06-23 19:02:00,34,11,1,0,0,0,0,0,1377,296,1253,281,1.99,2.17,1.82
460,460,2021-06-24 18:45:00,38,4,1,0,0,0,0,0,1377,296,1253,281,2.04,2.21,1.88
461,461,2021-06-25 17:37:00,56,17,4,0,0,0,0,0,1377,296,1253,281,2.07,2.23,1.91
462,462,2021-06-26 18:32:00,29,0,1,0,0,0,0,0,1377,296,1253,281,2.19,2.35,2.03
463,463,2021-06-27 18:30:00,35,2,1,0,0,0,0,0,1377,296,1253,281,2.06,2.21,1.91
464,464,2021-06-28 17:06:00,50,43,3,0,0,0,0,0,1377,296,1253,281,1.94,2.08,1.81
465,465,2021-06-29 17:25:00,75,38,1,0,0,0,0,0,1377,296,1253,281,1.85,1.97,1.72
466,466,2021-06-30 19:17:00,68,15,4,0,0,0,0,0,1377,296,1253,281,1.8,1.92,1.69
467,467,2021-07-01 19:40:00,78,14,1,0,0,0,0,0,1377,296,1253,281,1.84,1.95,1.73
468,468,2021-07-02 18:00:00,98,20,3,0,0,0,0,0,1377,296,1253,281,2,2.11,1.89
469,469,2021-07-03 21:00:00,100,15,0,0,0,0,0,0,1377,296,1253,281,1.91,2.02,1.8
470,470,2021-07-04 20:50:00,56,18,2,0,0,0,0,0,1377,296,1253,281,2,2.11,1.9
471,471,2021-07-05 19:25:00,77,28,0,0,0,0,0,0,1377,296,1253,281,1.84,1.94,1.75
472,472,2021-07-06 19:12:00,107,12,3,0,0,0,0,0,1377,296,1253,281,2.04,2.13,1.94
473,473,2021-07-07 19:33:00,118,15,2,0,0,0,0,0,1377,296,1253,281,2.07,2.16,1.98
474,474,2021-07-08 18:45:00,157,35,3,0,0,0,0,0,1377,296,1253,281,2.09,2.18,2
475,475,2021-07-09 00:00:00,233,82,6,0,0,0,0,0,1377,296,1253,281,1.89,1.97,1.81
476,476,2021-07-10 20:30:00,135,30,2,0,0,0,0,0,1377,296,1253,281,,,
477,477,2021-07-11 18:30:00,184,63,4,0,0,0,0,0,1377,296,1253,281,,,
478,478,2021-07-12 17:30:00,83,138,9,0,0,0,0,0,1377,296,1253,281,,,
479,479,2021-07-13 17:47:00,328,73,4,0,0,0,0,0,1377,296,1253,281,,,
480,480,2021-07-14 18:07:00,264,66,6,0,0,0,0,0,1377,296,1253,281,,,
481,481,2021-07-15 16:52:00,308,86,7,0,0,0,0,0,1377,296,1253,281,,,
482,482,2021-07-16 18:20:00,233,100,4,0,0,0,0,0,1377,296,1253,281,,,
483,483,2021-07-17 19:15:00,337,61,7,0,0,0,0,0,1377,296,1253,281,,,
484,484,2021-07-18 18:15:00,251,72,7,0,0,0,0,0,1377,296,1253,281,,,
485,485,2021-07-19 18:05:00,273,49,5,0,0,0,0,0,1377,296,1253,281,,,
486,486,2021-07-20 18:20:00,215,13,9,0,0,0,0,0,1377,296,1253,281,,,
487,487,2021-07-21 18:20:00,280,119,4,0,0,0,0,0,1377,296,1253,281,,,
488,488,2021-07-22 18:30:00,379,227,14,0,0,0,0,0,1377,296,1253,281,,,
489,489,2021-07-23 18:00:00,497,135,5,0,0,0,0,0,1377,296,1253,281,,,
490,490,2021-07-24 17:57:00,388,170,10,0,0,0,0,0,1377,296,1253,281,,,
491,491,2021-07-25 18:10:00,278,99,10,0,0,0,0,0,1377,296,1253,281,,,
492,492,2021-07-26 06:45:00,415,50,11,0,0,0,0,0,1377,296,1253,281,,,
493,493,2021-07-27 18:18:00,620,228,23,0,0,0,0,0,1377,296,1253,281,,,
